0 , 1
1 , 0
2 , 1
3 , 0
4 , 0
5 , 1
6 , 0
7 , 1
8 , 1
9 , 0
10 , 0
11 , 0
12 , 0
13 , 1
14 , 0
15 , 1
16 , 0
17 , 1
18 , 1
19 , 0
20 , 0
21 , 0
22 , 1
23 , 0
24 , 1
25 , 1
26 , 0
27 , 0
28 , 0
29 , 0
30 , 0
31 , 0
32 , 0
33 , 1
34 , 0
35 , 0
36 , 0
37 , 1
38 , 1
39 , 0
40 , 1
41 , 0
42 , 0
43 , 0
44 , 0
45 , 0
46 , 1
47 , 1
48 , 1
49 , 0
50 , 0
51 , 1
52 , 0
53 , 0
54 , 0
55 , 0
56 , 0
57 , 0
58 , 1
59 , 1
60 , 1
61 , 0
62 , 1
63 , 0
64 , 1
65 , 0
66 , 1
67 , 0
68 , 1
69 , 0
70 , 1
71 , 0
72 , 1
73 , 0
74 , 0
75 , 1
76 , 0
77 , 0
78 , 1
79 , 0
80 , 1
81 , 1
82 , 1
83 , 0
84 , 1
85 , 1
86 , 0
87 , 1
88 , 0
89 , 1
90 , 0
91 , 0
92 , 0
93 , 1
94 , 0
95 , 0
96 , 0
97 , 0
98 , 0
99 , 0
100 , 1
101 , 1
102 , 1
103 , 1
104 , 1
105 , 1
106 , 1
107 , 0
108 , 0
109 , 1
110 , 0
111 , 0
112 , 1
113 , 0
114 , 0
115 , 1
116 , 1
117 , 0
118 , 0
119 , 1
120 , 1
121 , 1
122 , 1
123 , 1
124 , 0
125 , 1
126 , 0
127 , 0
128 , 1
129 , 1
130 , 1
131 , 0
132 , 0
133 , 1
134 , 0
135 , 0
136 , 1
137 , 0
138 , 1
139 , 0
140 , 0
141 , 0
142 , 1
143 , 1
144 , 1
145 , 1
146 , 0
147 , 0
148 , 1
149 , 0
150 , 0
151 , 1
152 , 0
153 , 0
154 , 1
155 , 0
156 , 0
157 , 0
158 , 0
159 , 0
160 , 0
161 , 1
162 , 1
163 , 0
164 , 0
165 , 1
166 , 1
167 , 1
168 , 0
169 , 0
170 , 0
171 , 0
172 , 0
173 , 0
174 , 0
175 , 0
176 , 0
177 , 1
178 , 0
179 , 0
180 , 1
181 , 1
182 , 0
183 , 0
184 , 1
185 , 1
186 , 0
187 , 1
188 , 0
189 , 0
190 , 1
191 , 1
192 , 0
193 , 1
194 , 1
195 , 1
196 , 0
197 , 1
198 , 0
199 , 0
200 , 0
201 , 0
202 , 1
203 , 0
204 , 0
205 , 1
206 , 1
207 , 0
208 , 1
209 , 0
210 , 0
211 , 0
212 , 1
213 , 0
214 , 0
215 , 1
216 , 0
217 , 0
218 , 0
219 , 1
220 , 1
221 , 0
222 , 1
223 , 0
224 , 0
225 , 1
226 , 0
227 , 1
228 , 0
229 , 1
230 , 1
231 , 0
232 , 1
233 , 0
234 , 1
235 , 1
236 , 1
237 , 0
238 , 0
239 , 1
240 , 0
241 , 0
242 , 1
243 , 0
244 , 0
245 , 1
246 , 1
247 , 0
248 , 0
249 , 1
250 , 0
251 , 1
252 , 1
253 , 1
254 , 0
255 , 0
256 , 1
257 , 0
258 , 1
259 , 1
260 , 1
261 , 1
262 , 0
263 , 0
264 , 0
265 , 1
266 , 1
267 , 1
268 , 1
269 , 1
270 , 0
271 , 0
272 , 0
273 , 1
274 , 1
275 , 1
276 , 1
277 , 1
278 , 1
279 , 0
280 , 0
281 , 1
282 , 1
283 , 1
284 , 0
285 , 1
286 , 1
287 , 1
288 , 1
289 , 1
290 , 1
291 , 0
292 , 0
293 , 1
294 , 1
295 , 0
296 , 1
297 , 0
298 , 0
299 , 0
300 , 0
301 , 0
302 , 0
303 , 1
304 , 1
305 , 0
306 , 1
307 , 0
308 , 1
309 , 1
310 , 1
311 , 0
312 , 0
313 , 0
314 , 0
315 , 0
316 , 0
317 , 1
318 , 0
319 , 0
320 , 0
321 , 1
322 , 1
323 , 1
324 , 1
325 , 0
326 , 1
327 , 1
328 , 1
329 , 0
330 , 0
331 , 0
332 , 1
333 , 1
334 , 0
335 , 0
336 , 1
337 , 0
338 , 1
339 , 0
340 , 0
341 , 1
342 , 0
343 , 1
344 , 0
345 , 0
346 , 1
347 , 0
348 , 0
349 , 0
350 , 1
351 , 1
352 , 0
353 , 1
354 , 1
355 , 1
356 , 1
357 , 0
358 , 1
359 , 0
360 , 1
361 , 1
362 , 0
363 , 1
364 , 1
365 , 1
366 , 0
367 , 0
368 , 0
369 , 1
370 , 0
371 , 1
372 , 0
373 , 0
374 , 0
375 , 1
376 , 0
377 , 1
378 , 1
379 , 1
380 , 0
381 , 0
382 , 1
383 , 1
384 , 1
385 , 0
386 , 0
387 , 0
388 , 1
389 , 1
390 , 0
391 , 0
392 , 0
393 , 1
394 , 0
395 , 1
396 , 0
397 , 0
398 , 0
399 , 1
400 , 1
401 , 0
402 , 1
403 , 0
404 , 0
405 , 1
406 , 0
407 , 1
408 , 0
409 , 1
410 , 1
411 , 1
412 , 1
413 , 0
414 , 0
415 , 0
416 , 0
417 , 0
418 , 0
419 , 0
420 , 1
421 , 0
422 , 0
423 , 1
424 , 0
425 , 1
426 , 0
427 , 1
428 , 0
429 , 1
430 , 1
431 , 0
432 , 0
433 , 1
434 , 0
435 , 0
436 , 1
437 , 0
438 , 1
439 , 1
440 , 0
441 , 0
442 , 1
443 , 1
444 , 1
445 , 1
446 , 0
447 , 0
448 , 1
449 , 0
450 , 1
451 , 1
452 , 1
453 , 0
454 , 0
455 , 0
456 , 0
457 , 0
458 , 0
459 , 1
460 , 1
461 , 1
462 , 1
463 , 0
464 , 1
465 , 1
466 , 0
467 , 1
468 , 0
469 , 1
470 , 0
471 , 0
472 , 1
473 , 1
474 , 1
475 , 1
476 , 0
477 , 1
478 , 0
479 , 1
480 , 0
481 , 1
482 , 0
483 , 1
484 , 0
485 , 1
486 , 0
487 , 1
488 , 0
489 , 1
490 , 0
491 , 0
492 , 1
493 , 0
494 , 1
495 , 0
496 , 1
497 , 0
498 , 1
499 , 0
500 , 0
501 , 0
502 , 1
503 , 1
504 , 1
505 , 0
506 , 1
507 , 0
508 , 0
509 , 0
510 , 0
511 , 0
512 , 0
513 , 0
514 , 1
515 , 1
516 , 0
517 , 0
518 , 0
519 , 1
520 , 0
521 , 0
522 , 0
523 , 1
524 , 0
525 , 0
526 , 1
527 , 1
528 , 0
529 , 0
530 , 1
531 , 1
532 , 0
533 , 0
534 , 0
535 , 0
536 , 0
537 , 1
538 , 1
539 , 0
540 , 1
541 , 1
542 , 0
543 , 0
544 , 1
545 , 0
546 , 0
547 , 0
548 , 1
549 , 1
550 , 0
551 , 0
552 , 0
553 , 0
554 , 0
555 , 1
556 , 1
557 , 0
558 , 0
559 , 0
560 , 0
561 , 0
562 , 1
563 , 1
564 , 0
565 , 1
566 , 1
567 , 1
568 , 0
569 , 1
570 , 1
571 , 1
572 , 0
573 , 0
574 , 1
575 , 1
576 , 0
577 , 1
578 , 0
579 , 0
580 , 1
581 , 0
582 , 1
583 , 1
584 , 1
585 , 0
586 , 0
587 , 0
588 , 0
589 , 1
590 , 1
591 , 0
592 , 0
593 , 0
594 , 1
595 , 0
596 , 0
597 , 1
598 , 1
599 , 1
600 , 0
601 , 1
602 , 1
603 , 1
604 , 1
605 , 0
606 , 1
607 , 0
608 , 1
609 , 1
610 , 1
611 , 0
612 , 1
613 , 0
614 , 1
615 , 1
616 , 1
617 , 1
618 , 1
619 , 0
620 , 0
621 , 0
622 , 1
623 , 1
624 , 1
625 , 0
626 , 1
627 , 1
628 , 1
629 , 1
630 , 1
631 , 0
632 , 0
633 , 1
634 , 0
635 , 0
636 , 0
637 , 1
638 , 1
639 , 0
640 , 0
641 , 1
642 , 1
643 , 1
644 , 0
645 , 1
646 , 1
647 , 0
648 , 0
649 , 0
650 , 0
651 , 1
652 , 0
653 , 0
654 , 0
655 , 1
656 , 1
657 , 0
658 , 1
659 , 0
660 , 0
661 , 0
662 , 1
663 , 0
664 , 1
665 , 1
666 , 1
667 , 1
668 , 0
669 , 0
670 , 1
671 , 1
672 , 1
673 , 0
674 , 1
675 , 0
676 , 1
677 , 0
678 , 1
679 , 0
680 , 1
681 , 0
682 , 1
683 , 1
684 , 0
685 , 1
686 , 1
687 , 1
688 , 1
689 , 0
690 , 0
691 , 0
692 , 1
693 , 1
694 , 1
695 , 0
696 , 0
697 , 0
698 , 0
699 , 0
700 , 0
701 , 1
702 , 1
703 , 0
704 , 1
705 , 0
706 , 0
707 , 0
708 , 1
709 , 0
710 , 1
711 , 0
712 , 0
713 , 1
714 , 0
715 , 0
716 , 0
717 , 0
718 , 1
719 , 0
720 , 1
721 , 1
722 , 0
723 , 0
724 , 0
725 , 1
726 , 0
727 , 1
728 , 0
729 , 1
730 , 1
731 , 1
732 , 0
733 , 1
734 , 0
735 , 0
736 , 1
737 , 0
738 , 0
739 , 0
740 , 1
741 , 0
742 , 0
743 , 0
744 , 1
745 , 1
746 , 0
747 , 0
748 , 0
749 , 0
750 , 0
751 , 0
752 , 0
753 , 1
754 , 1
755 , 1
756 , 1
757 , 1
758 , 0
759 , 0
760 , 1
761 , 1
762 , 0
763 , 1
764 , 1
765 , 1
766 , 0
767 , 0
768 , 1
769 , 1
770 , 0
771 , 1
772 , 0
773 , 0
774 , 1
775 , 0
776 , 0
777 , 0
778 , 0
779 , 1
780 , 0
781 , 1
782 , 1
783 , 0
784 , 0
785 , 0
786 , 0
787 , 1
788 , 1
789 , 1
790 , 1
791 , 1
792 , 0
793 , 1
794 , 0
795 , 1
796 , 1
797 , 1
798 , 1
799 , 0
800 , 0
801 , 0
802 , 0
803 , 0
804 , 1
805 , 0
806 , 1
807 , 1
808 , 1
809 , 1
810 , 0
811 , 1
812 , 0
813 , 1
814 , 0
815 , 0
816 , 0
817 , 0
818 , 0
819 , 1
820 , 1
821 , 1
822 , 0
823 , 1
824 , 0
825 , 0
826 , 0
827 , 0
828 , 0
829 , 0
830 , 1
831 , 0
832 , 0
833 , 0
834 , 1
835 , 0
836 , 0
837 , 0
838 , 1
839 , 1
840 , 1
841 , 0
842 , 0
843 , 1
844 , 1
845 , 0
846 , 1
847 , 1
848 , 1
849 , 0
850 , 1
851 , 1
852 , 0
853 , 1
854 , 1
855 , 1
856 , 1
857 , 0
858 , 0
859 , 0
